Call Open Interest,Call Volume,Call Theta,Call Vega,Call Gamma,Call Delta,Call Ask,Strike,Put Ask,Put Delta,Put Gamma,Put Vega,Put Theta,Put Volume,Put Open Interest
854,1,-3.4,1.768,0.527,44,24.25,3965,36.25,56,0.526,1.768,-3.4,6,265
3170,47,-3.195,1.745,0.527,41,21.75,3970,39.25,58,0.518,1.747,-3.21,28,594
5036,11,-3.0,1.716,0.519,38,19.75,3975,42.5,61,0.506,1.72,-3.028,9,159
3659,18,-2.802,1.677,0.511,36,17.75,3980,45.75,63,0.494,1.686,-2.846,1,517
2372,2,-2.612,1.633,0.498,33,16.0,3985,49.25,65,0.479,1.647,-2.675,3,19
2877,51,-2.419,1.58,0.485,31,14.25,3990,52.75,68,0.464,1.603,-2.506,1,119
1359,4,-2.237,1.523,0.468,28,12.75,3995,56.25,70,0.449,1.553,-2.336,13,91
14963,338,-2.053,1.457,0.451,26,11.25,4000,60.25,72,0.428,1.506,-2.197,11,1049
1100,1,-5.328,1.543,0.375,70,65.5,3905,14.75,27,0.396,1.506,-5.426,10,979
2819,176,-5.214,1.581,0.391,69,61.5,3910,16.0,29,0.412,1.554,-5.294,34,2761
1259,2,-5.087,1.619,0.406,67,57.75,3915,17.25,31,0.428,1.597,-5.159,9,672
2754,3,-4.97,1.651,0.426,65,53.5,3920,18.5,33,0.445,1.637,-5.019,19,1987
2651,1172,-4.837,1.682,0.446,63,49.5,3925,20.0,35,0.46,1.675,-4.866,128,1741
3682,5,-4.519,1.74,0.467,59,43.03,3930,23.24,40,0.486,1.736,-4.541,29,924
1421,4,-4.696,1.71,0.467,61,45.48,3935,21.01,37,0.482,1.705,-4.72,3,634
2844,4,-4.368,1.759,0.498,57,38.5,3940,24.75,42,0.502,1.759,-4.371,79,1330
1023,16,-4.19,1.776,0.511,54,35.25,3945,26.75,45,0.511,1.776,-4.19,9,321
11135,144,-4.003,1.786,0.52,52,32.25,3950,28.75,47,0.52,1.786,-4.003,442,2493
1024,12,-3.812,1.788,0.525,49,29.5,3955,31.0,50,0.525,1.788,-3.812,6,306
2194,51,-3.615,1.783,0.53,47,26.75,3960,33.5,53,0.526,1.783,-3.618,5,347
854,1,-3.415,1.77,0.531,44,24.25,3965,36.0,55,0.526,1.77,-3.421,6,265
3170,47,-3.217,1.748,0.527,41,22.0,3970,38.75,58,0.522,1.749,-3.224,28,594
5036,11,-3.013,1.718,0.523,38,19.75,3975,42.5,60,0.502,1.724,-3.057,9,159
3659,18,-2.814,1.68,0.515,36,17.75,3980,45.75,63,0.49,1.692,-2.877,1,517
2372,2,-2.623,1.636,0.502,33,16.0,3985,49.0,65,0.479,1.652,-2.697,3,19
2877,51,-2.429,1.583,0.489,31,14.25,3990,52.75,67,0.46,1.612,-2.541,1,119
1359,4,-2.246,1.526,0.472,28,12.75,3995,56.25,69,0.446,1.564,-2.373,13,91
14963,338,-2.079,1.467,0.452,26,11.5,4000,60.0,71,0.429,1.514,-2.22,11,1049
1100,1,-5.355,1.533,0.377,71,65.5,3905,14.75,27,0.394,1.503,-5.434,10,979
2819,176,-5.241,1.572,0.393,69,61.5,3910,15.75,29,0.412,1.547,-5.314,34,2761
1259,2,-5.113,1.612,0.408,67,57.75,3915,17.0,31,0.428,1.592,-5.178,9,672
2754,3,-4.988,1.646,0.426,65,53.75,3920,18.25,33,0.445,1.632,-5.038,19,1987
2651,1172,-4.855,1.678,0.446,64,49.75,3925,19.75,35,0.459,1.671,-4.885,128,1741
3682,5,-4.533,1.738,0.464,59,43.52,3930,23.23,40,0.483,1.734,-4.555,29,924
1421,4,-4.714,1.707,0.467,62,45.74,3935,21.02,37,0.478,1.703,-4.733,3,634
2844,4,-4.39,1.757,0.502,57,38.5,3940,24.75,42,0.498,1.757,-4.387,79,1330
1023,16,-4.211,1.774,0.515,55,35.25,3945,26.5,45,0.511,1.774,-4.209,9,321
11135,144,-4.023,1.785,0.52,52,32.5,3950,28.5,47,0.52,1.785,-4.023,442,2493
1024,12,-3.83,1.788,0.529,49,29.5,3955,30.75,50,0.525,1.788,-3.832,6,306
2194,51,-3.635,1.784,0.53,47,27.0,3960,33.25,52,0.525,1.784,-3.638,5,347
854,1,-3.436,1.771,0.531,44,24.5,3965,35.75,55,0.526,1.772,-3.441,6,265
3170,47,-3.231,1.75,0.531,41,22.0,3970,38.75,58,0.518,1.752,-3.251,28,594
5036,11,-3.035,1.722,0.523,39,20.0,3975,42.0,60,0.506,1.727,-3.069,9,159
3659,18,-2.837,1.685,0.515,36,18.0,3980,45.5,62,0.49,1.696,-2.898,1,517
2372,2,-2.634,1.639,0.506,33,16.0,3985,48.5,65,0.482,1.655,-2.708,3,19
2877,51,-2.453,1.59,0.489,31,14.5,3990,52.5,67,0.461,1.618,-2.563,1,119
1359,4,-2.255,1.529,0.476,28,12.75,3995,56.25,69,0.443,1.574,-2.409,13,91
14963,338,-2.087,1.47,0.455,26,11.5,4000,60.0,71,0.427,1.526,-2.258,11,1049
1100,1,-5.342,1.538,0.376,71,65.5,3905,14.75,27,0.395,1.504,-5.43,10,979
2819,176,-5.228,1.577,0.392,69,61.5,3910,15.75,29,0.413,1.548,-5.309,34,2761
1259,2,-5.1,1.615,0.407,67,57.75,3915,17.0,31,0.429,1.593,-5.173,9,672
2754,3,-4.975,1.649,0.425,65,53.75,3920,18.25,33,0.447,1.633,-5.032,19,1987
2651,1172,-4.843,1.68,0.444,63,49.75,3925,19.75,35,0.461,1.672,-4.879,128,1741
3682,5,-4.522,1.74,0.462,59,43.53,3930,23.24,40,0.485,1.735,-4.548,29,924
1421,4,-4.703,1.709,0.465,61,45.74,3935,20.77,37,0.483,1.703,-4.732,3,634
2844,4,-4.376,1.758,0.496,57,38.75,3940,24.75,42,0.5,1.758,-4.379,79,1330
1023,16,-4.199,1.775,0.509,55,35.5,3945,26.5,45,0.513,1.775,-4.2,9,321
11135,144,-4.013,1.785,0.518,52,32.5,3950,28.5,47,0.522,1.785,-4.013,442,2493
1024,12,-3.821,1.788,0.527,49,29.5,3955,30.75,50,0.527,1.788,-3.821,6,306
2194,51,-3.626,1.783,0.528,47,27.0,3960,33.25,53,0.528,1.783,-3.627,5,347
854,1,-3.428,1.771,0.529,44,24.5,3965,35.75,55,0.528,1.771,-3.429,6,265
3170,47,-3.224,1.749,0.529,41,22.0,3970,38.75,58,0.52,1.75,-3.238,28,594
5036,11,-3.029,1.72,0.521,39,20.0,3975,42.0,60,0.508,1.724,-3.055,9,159
3659,18,-2.831,1.683,0.513,36,18.0,3980,45.5,63,0.492,1.693,-2.883,1,517
2372,2,-2.628,1.637,0.504,33,16.0,3985,48.75,65,0.48,1.654,-2.702,3,19
2877,51,-2.448,1.588,0.487,31,14.5,3990,52.5,67,0.462,1.613,-2.545,1,119
1359,4,-2.25,1.527,0.474,28,12.75,3995,56.25,69,0.445,1.569,-2.391,13,91
14963,338,-2.083,1.468,0.454,26,11.5,4000,60.0,71,0.428,1.52,-2.239,11,1049
1100,1,-5.315,1.547,0.374,70,65.5,3905,14.75,28,0.398,1.507,-5.422,10,979
2819,176,-5.201,1.585,0.39,69,61.5,3910,16.0,29,0.413,1.554,-5.29,34,2761
1259,2,-5.075,1.622,0.404,67,57.75,3915,17.25,31,0.43,1.598,-5.154,9,672
2754,3,-4.95,1.655,0.422,65,53.75,3920,18.5,33,0.447,1.638,-5.013,19,1987
2651,1172,-4.819,1.686,0.441,63,49.75,3925,19.75,35,0.465,1.674,-4.867,128,1741
3682,5,-4.504,1.742,0.462,59,43.29,3930,23.5,40,0.484,1.738,-4.529,29,924
1421,4,-4.684,1.712,0.465,61,45.47,3935,21.01,38,0.483,1.706,-4.713,3,634
2844,4,-4.357,1.76,0.496,57,38.5,3940,24.75,42,0.504,1.759,-4.363,79,1330
1023,16,-4.181,1.776,0.513,54,35.0,3945,26.75,45,0.513,1.776,-4.181,9,321
11135,144,-3.994,1.785,0.518,52,32.25,3950,28.75,48,0.522,1.785,-3.994,442,2493
1024,12,-3.803,1.788,0.523,49,29.5,3955,31.0,50,0.527,1.788,-3.801,6,306
2194,51,-3.606,1.782,0.528,46,26.75,3960,33.5,53,0.528,1.782,-3.607,5,347
854,1,-3.407,1.768,0.529,44,24.25,3965,36.0,56,0.528,1.768,-3.408,6,265
3170,47,-3.209,1.747,0.525,41,22.0,3970,39.25,58,0.516,1.748,-3.224,28,594
5036,11,-3.007,1.716,0.521,38,19.75,3975,42.0,61,0.512,1.719,-3.026,9,159
3659,18,-2.808,1.678,0.513,36,17.75,3980,45.5,63,0.496,1.686,-2.852,1,517
2372,2,-2.617,1.634,0.5,33,16.0,3985,48.75,65,0.484,1.646,-2.669,3,19
2877,51,-2.424,1.581,0.487,31,14.25,3990,52.5,68,0.465,1.604,-2.51,1,119
1359,4,-2.242,1.524,0.47,28,12.75,3995,56.25,70,0.447,1.558,-2.355,13,91
14963,338,-2.057,1.459,0.453,26,11.25,4000,60.25,72,0.427,1.512,-2.216,11,1049
1100,1,-5.311,1.548,0.375,70,65.25,3905,14.75,28,0.399,1.508,-5.418,10,979
2819,176,-5.188,1.588,0.389,68,61.5,3910,16.0,29,0.415,1.556,-5.285,34,2761
1259,2,-5.07,1.623,0.406,67,57.5,3915,17.25,31,0.431,1.599,-5.149,9,672
2754,3,-4.938,1.658,0.421,65,53.75,3920,18.5,33,0.448,1.639,-5.008,19,1987
2651,1172,-4.813,1.686,0.443,63,49.5,3925,20.0,36,0.463,1.677,-4.854,128,1741
3682,5,-4.497,1.743,0.464,59,43.04,3930,23.51,40,0.486,1.738,-4.522,29,924
1421,4,-4.678,1.713,0.467,61,45.22,3935,21.25,38,0.482,1.708,-4.701,3,634
2844,4,-4.349,1.76,0.498,57,38.25,3940,25.0,43,0.503,1.76,-4.352,79,1330
1023,16,-4.171,1.776,0.511,54,35.0,3945,26.75,45,0.515,1.776,-4.172,9,321
11135,144,-3.984,1.785,0.52,52,32.0,3950,29.0,48,0.52,1.785,-3.984,442,2493
1024,12,-3.792,1.787,0.525,49,29.25,3955,31.25,50,0.525,1.787,-3.792,6,306
2194,51,-3.595,1.781,0.53,46,26.5,3960,33.75,53,0.526,1.781,-3.598,5,347
854,1,-3.395,1.767,0.531,44,24.0,3965,36.25,56,0.526,1.767,-3.4,6,265
3170,47,-3.195,1.745,0.527,41,21.75,3970,39.5,58,0.514,1.747,-3.217,28,594
5036,11,-3.0,1.715,0.519,38,19.75,3975,42.5,61,0.506,1.719,-3.028,9,159
3659,18,-2.802,1.677,0.511,36,17.75,3980,45.5,63,0.498,1.683,-2.836,1,517
2372,2,-2.599,1.629,0.502,33,15.75,3985,49.0,66,0.482,1.644,-2.664,3,19
2877,52,-2.419,1.579,0.485,31,14.25,3990,52.5,68,0.467,1.599,-2.493,1,119
1359,4,-2.221,1.517,0.472,28,12.5,3995,56.25,70,0.449,1.552,-2.336,13,91
14963,338,-2.053,1.457,0.451,26,11.25,4000,60.75,71,0.423,1.516,-2.228,11,1049
1100,1,-5.316,1.546,0.379,70,64.75,3905,15.0,28,0.398,1.514,-5.403,10,979
2819,176,-5.201,1.584,0.395,69,60.75,3910,16.0,30,0.416,1.557,-5.281,34,2761
1259,2,-5.081,1.62,0.412,67,56.75,3915,17.25,31,0.433,1.6,-5.144,9,672
2754,3,-4.954,1.653,0.431,65,52.75,3920,18.5,34,0.45,1.64,-5.002,19,1987
2651,1172,-4.813,1.686,0.448,63,49.0,3925,20.0,36,0.465,1.678,-4.848,128,1741
3682,5,-4.493,1.743,0.469,59,42.54,3930,23.51,40,0.488,1.739,-4.514,29,924
1421,4,-4.672,1.714,0.469,61,44.96,3935,21.24,38,0.484,1.709,-4.694,3,634
2844,4,-4.341,1.761,0.5,56,38.0,3940,25.0,43,0.505,1.76,-4.344,79,1330
1023,16,-4.162,1.776,0.513,54,34.75,3945,27.0,45,0.513,1.776,-4.162,9,321
11135,144,-3.974,1.785,0.522,51,31.75,3950,29.0,48,0.522,1.785,-3.974,442,2493
1024,12,-3.781,1.787,0.527,49,29.0,3955,31.25,50,0.527,1.787,-3.781,6,306
2194,51,-3.586,1.781,0.528,46,26.5,3960,33.75,53,0.528,1.781,-3.587,5,347
854,1,-3.387,1.766,0.529,43,24.0,3965,36.5,56,0.524,1.766,-3.393,6,265
3170,47,-3.188,1.743,0.525,41,21.75,3970,39.5,58,0.516,1.745,-3.203,28,594
5036,11,-2.985,1.712,0.521,38,19.5,3975,42.75,61,0.504,1.718,-3.021,9,159
3659,18,-2.786,1.673,0.513,35,17.5,3980,46.25,63,0.488,1.685,-2.85,1,517
2372,2,-2.594,1.628,0.5,33,15.75,3985,49.5,65,0.477,1.645,-2.67,3,19
2877,52,-2.399,1.574,0.487,30,14.0,3990,53.25,68,0.459,1.604,-2.514,1,119
1359,4,-2.216,1.515,0.47,28,12.5,3995,57.0,70,0.441,1.559,-2.36,13,91
14963,343,-2.049,1.455,0.45,26,11.25,4000,60.75,72,0.424,1.509,-2.208,11,1049
1100,1,-5.289,1.555,0.377,70,64.75,3905,15.0,28,0.401,1.516,-5.395,10,979
2819,176,-5.175,1.592,0.393,68,60.75,3910,16.25,30,0.417,1.563,-5.262,34,2761
1259,2,-5.055,1.627,0.41,66,56.75,3915,17.5,32,0.433,1.606,-5.125,9,672
2754,3,-4.929,1.659,0.428,65,52.75,3920,18.75,34,0.45,1.645,-4.983,19,1987
2651,1172,-4.789,1.691,0.445,63,49.0,3925,20.25,36,0.465,1.681,-4.829,128,1741
3682,5,-4.471,1.745,0.465,58,42.56,3930,23.52,41,0.492,1.741,-4.499,29,924
1421,4,-4.653,1.716,0.469,61,44.7,3935,21.48,38,0.484,1.712,-4.675,3,634
2844,4,-4.322,1.763,0.5,56,37.75,3940,25.25,43,0.505,1.762,-4.325,79,1330
1023,16,-4.142,1.777,0.513,54,34.5,3945,27.25,45,0.513,1.777,-4.143,9,321
11135,144,-3.955,1.786,0.522,51,31.5,3950,29.25,48,0.522,1.786,-3.955,442,2493
1024,12,-3.762,1.786,0.527,49,28.75,3955,31.5,51,0.527,1.786,-3.762,6,306
2194,51,-3.566,1.779,0.528,46,26.25,3960,34.0,53,0.528,1.779,-3.566,5,347
854,1,-3.366,1.764,0.529,43,23.75,3965,36.5,56,0.528,1.764,-3.367,6,265
3170,47,-3.167,1.74,0.525,41,21.5,3970,39.75,59,0.516,1.742,-3.182,28,594
5036,11,-2.963,1.708,0.521,38,19.25,3975,43.0,61,0.504,1.714,-3.0,9,159
3659,18,-2.774,1.67,0.508,35,17.5,3980,46.25,63,0.492,1.679,-2.819,1,517
2372,2,-2.571,1.621,0.5,33,15.5,3985,49.5,66,0.48,1.637,-2.636,3,19
2877,52,-2.39,1.57,0.483,30,14.0,3990,53.25,68,0.462,1.594,-2.478,1,119
1359,4,-2.208,1.512,0.466,28,12.5,3995,57.0,70,0.444,1.547,-2.323,13,91
14963,344,-2.022,1.445,0.449,25,11.0,4000,61.25,72,0.421,1.506,-2.201,11,1049
1100,1,-5.303,1.55,0.378,70,64.75,3905,15.0,28,0.399,1.515,-5.399,10,979
2819,176,-5.179,1.59,0.392,68,61.0,3910,16.0,30,0.418,1.558,-5.276,34,2761
1259,2,-5.06,1.625,0.409,67,57.0,3915,17.25,32,0.434,1.601,-5.139,9,672
2754,3,-4.941,1.656,0.43,65,52.75,3920,18.5,34,0.452,1.641,-4.997,19,1987
2651,1172,-4.795,1.69,0.443,63,49.25,3925,20.0,36,0.467,1.679,-4.842,128,1741
3682,5,-4.482,1.744,0.467,58,42.55,3930,23.52,40,0.49,1.74,-4.507,29,924
1421,4,-4.66,1.715,0.468,61,44.96,3935,21.24,38,0.486,1.71,-4.688,3,634
2844,4,-4.333,1.761,0.502,56,37.75,3940,25.0,43,0.507,1.761,-4.336,79,1330
1023,16,-4.153,1.777,0.515,54,34.5,3945,27.0,45,0.515,1.777,-4.153,9,321
11135,144,-3.964,1.785,0.524,51,31.5,3950,29.0,48,0.525,1.785,-3.964,442,2493
1024,12,-3.772,1.786,0.525,49,29.0,3955,31.25,51,0.529,1.786,-3.771,6,306
2194,51,-3.574,1.78,0.53,46,26.25,3960,33.75,53,0.53,1.78,-3.575,5,347
854,1,-3.374,1.765,0.531,43,23.75,3965,36.25,56,0.531,1.765,-3.375,6,265
3170,47,-3.174,1.741,0.527,41,21.5,3970,39.5,58,0.518,1.743,-3.189,28,594
5036,11,-2.969,1.709,0.523,38,19.25,3975,42.75,61,0.506,1.715,-3.006,9,159
3659,18,-2.78,1.671,0.511,35,17.5,3980,46.0,63,0.494,1.68,-2.824,1,517
2372,2,-2.576,1.623,0.502,33,15.5,3985,49.5,66,0.478,1.641,-2.653,3,19
2877,52,-2.395,1.572,0.485,30,14.0,3990,53.0,68,0.463,1.596,-2.483,1,119
1359,4,-2.212,1.513,0.468,28,12.5,3995,57.0,70,0.443,1.553,-2.342,13,91
14963,344,-2.026,1.447,0.451,25,11.0,4000,61.0,72,0.423,1.507,-2.205,11,1049
1100,1,-5.293,1.553,0.376,70,65.0,3905,15.0,28,0.399,1.514,-5.399,10,979
2819,176,-5.179,1.59,0.392,68,61.0,3910,16.25,30,0.415,1.561,-5.266,34,2761
1259,2,-5.052,1.627,0.406,66,57.25,3915,17.5,32,0.432,1.604,-5.13,9,672
2754,3,-4.934,1.658,0.427,65,53.0,3920,18.75,34,0.449,1.643,-4.989,19,1987
2651,1172,-4.795,1.689,0.443,63,49.25,3925,20.25,36,0.463,1.68,-4.835,128,1741
3682,5,-4.479,1.744,0.464,58,42.81,3930,23.52,40,0.49,1.74,-4.507,29,924
1421,4,-4.665,1.714,0.471,61,44.71,3935,21.48,38,0.482,1.711,-4.682,3,634
2844,4,-4.336,1.761,0.506,56,37.5,3940,25.25,43,0.503,1.761,-4.333,79,1330
1023,16,-4.153,1.777,0.515,54,34.5,3945,27.25,45,0.511,1.777,-4.152,9,321
11135,144,-3.964,1.785,0.524,51,31.5,3950,29.25,48,0.52,1.785,-3.965,442,2493
1024,12,-3.771,1.786,0.53,49,28.75,3955,31.5,51,0.525,1.786,-3.772,6,306
2194,51,-3.574,1.779,0.53,46,26.25,3960,34.0,53,0.526,1.78,-3.578,5,347
854,1,-3.374,1.764,0.531,43,23.75,3965,37.25,56,0.513,1.766,-3.395,6,265
3170,47,-3.174,1.741,0.527,41,21.5,3970,40.25,58,0.506,1.745,-3.21,28,594
5036,11,-2.978,1.71,0.519,38,19.5,3975,43.25,61,0.498,1.717,-3.023,9,159
3659,18,-2.78,1.671,0.511,35,17.5,3980,46.5,63,0.486,1.684,-2.844,1,517
2372,2,-2.576,1.623,0.502,33,15.5,3985,50.0,65,0.472,1.646,-2.676,3,19
2877,52,-2.395,1.572,0.485,30,14.0,3990,53.75,67,0.454,1.606,-2.522,1,119
1359,4,-2.212,1.513,0.468,28,12.5,3995,57.25,70,0.44,1.557,-2.356,13,91
14963,344,-2.045,1.453,0.448,26,11.25,4000,61.0,72,0.423,1.507,-2.205,11,1049
1100,1,-5.285,1.555,0.378,70,64.5,3905,15.0,28,0.402,1.517,-5.391,10,979
2819,176,-5.162,1.595,0.392,68,60.75,3910,16.25,30,0.418,1.564,-5.257,34,2761
1259,2,-5.05,1.627,0.411,66,56.5,3915,17.5,32,0.435,1.606,-5.12,9,672
2754,3,-4.917,1.662,0.427,64,52.75,3920,18.75,34,0.452,1.645,-4.978,19,1987
2651,1172,-4.783,1.691,0.446,63,48.75,3925,20.25,36,0.467,1.682,-4.823,135,1741
3682,5,-4.464,1.746,0.467,58,42.31,3930,23.78,41,0.49,1.742,-4.488,31,924
1421,4,-4.647,1.717,0.471,61,44.45,3935,21.48,38,0.486,1.713,-4.669,3,634
2844,4,-4.314,1.763,0.502,56,37.5,3940,25.25,43,0.507,1.762,-4.317,79,1330
1023,16,-4.133,1.777,0.515,54,34.25,3945,27.25,46,0.516,1.777,-4.134,9,321
11135,144,-3.945,1.785,0.525,51,31.25,3950,29.25,48,0.525,1.785,-3.945,442,2493
1024,12,-3.751,1.786,0.53,48,28.5,3955,31.75,51,0.525,1.786,-3.753,6,306
2194,51,-3.554,1.778,0.53,46,26.0,3960,34.25,53,0.526,1.778,-3.558,5,347
854,1,-3.353,1.762,0.531,43,23.5,3965,36.75,56,0.526,1.763,-3.359,6,265
3170,85,-3.153,1.738,0.527,40,21.25,3970,40.0,59,0.514,1.741,-3.175,28,594
5036,11,-2.957,1.706,0.519,38,19.25,3975,43.25,61,0.502,1.712,-2.994,9,159
3659,18,-2.757,1.666,0.51,35,17.25,3980,46.25,64,0.494,1.675,-2.803,1,517
2372,2,-2.565,1.619,0.498,32,15.5,3985,49.75,66,0.478,1.635,-2.631,3,19
2877,53,-2.37,1.564,0.485,30,13.75,3990,53.5,68,0.46,1.593,-2.474,1,119
1359,4,-2.186,1.504,0.468,27,12.25,3995,57.0,70,0.445,1.541,-2.304,13,91
14963,344,-2.018,1.443,0.447,25,11.0,4000,61.5,72,0.42,1.504,-2.197,11,1049
1100,1,-5.33,1.541,0.38,70,64.75,3905,15.0,28,0.397,1.512,-5.407,10,979
2819,176,-5.214,1.579,0.396,69,60.75,3910,16.0,29,0.415,1.555,-5.285,34,2761
1259,2,-5.094,1.615,0.414,67,56.75,3915,17.25,31,0.431,1.598,-5.149,9,672
2754,3,-4.967,1.65,0.432,65,52.75,3920,18.5,33,0.448,1.638,-5.008,19,1987
2651,1172,-4.825,1.683,0.449,63,49.0,3925,20.0,36,0.463,1.676,-4.854,167,1741
3682,5,-4.504,1.74,0.471,59,42.54,3930,23.51,40,0.486,1.738,-4.522,31,924
1421,4,-4.683,1.711,0.471,61,44.97,3935,21.0,38,0.485,1.706,-4.707,3,634
2844,4,-4.352,1.759,0.502,57,38.0,3940,25.0,43,0.503,1.759,-4.352,79,1330
1023,16,-4.172,1.775,0.515,54,34.75,3945,26.75,45,0.515,1.775,-4.172,9,321
11135,144,-3.984,1.785,0.524,52,31.75,3950,29.0,48,0.52,1.785,-3.984,442,2493
1024,12,-3.79,1.786,0.53,49,29.0,3955,31.25,50,0.525,1.786,-3.792,6,306
2194,51,-3.595,1.78,0.53,46,26.5,3960,33.5,53,0.53,1.78,-3.595,5,347
854,1,-3.395,1.766,0.531,44,24.0,3965,36.25,56,0.526,1.767,-3.4,6,265
3170,85,-3.195,1.744,0.527,41,21.75,3970,39.5,58,0.514,1.746,-3.217,28,594
5036,11,-2.991,1.713,0.523,38,19.5,3975,42.75,61,0.502,1.719,-3.036,9,159
3659,18,-2.792,1.674,0.515,35,17.5,3980,46.0,63,0.49,1.686,-2.856,1,517
2372,2,-2.599,1.628,0.502,33,15.75,3985,49.5,65,0.475,1.648,-2.686,3,19
2877,53,-2.404,1.575,0.489,30,14.0,3990,53.0,68,0.46,1.605,-2.518,1,119
1359,4,-2.221,1.516,0.472,28,12.5,3995,56.75,70,0.443,1.56,-2.365,13,91
14963,344,-2.053,1.456,0.451,26,11.25,4000,61.0,71,0.421,1.52,-2.243,11,1049
1100,1,-5.338,1.538,0.377,70,65.25,3905,15.0,28,0.394,1.509,-5.415,10,979
2819,176,-5.223,1.577,0.394,69,61.25,3910,16.0,29,0.412,1.552,-5.294,34,2761
1259,2,-5.095,1.615,0.408,67,57.5,3915,17.25,31,0.428,1.596,-5.159,9,672
2754,3,-4.97,1.649,0.426,65,53.5,3920,18.5,33,0.445,1.636,-5.019,19,1987
2651,1172,-4.831,1.682,0.443,63,49.75,3925,20.0,35,0.46,1.673,-4.866,167,1741
3682,5,-4.519,1.739,0.467,59,43.03,3930,23.5,40,0.483,1.736,-4.536,31,924
1421,4,-4.696,1.709,0.467,61,45.48,3935,21.26,38,0.478,1.705,-4.714,3,634
2844,4,-4.371,1.757,0.502,57,38.25,3940,25.0,42,0.499,1.758,-4.368,79,1330
1023,16,-4.191,1.774,0.515,54,35.0,3945,27.0,45,0.507,1.774,-4.188,9,321
11135,144,-4.004,1.784,0.524,52,32.0,3950,29.0,47,0.516,1.784,-4.003,442,2493
1024,12,-3.81,1.787,0.529,49,29.25,3955,31.25,50,0.521,1.787,-3.813,6,306
2194,51,-3.612,1.781,0.535,47,26.5,3960,34.0,53,0.517,1.782,-3.624,5,347
854,1,-3.41,1.768,0.535,44,24.0,3965,36.25,55,0.522,1.769,-3.426,6,265
3170,86,-3.21,1.746,0.532,41,21.75,3970,40.25,58,0.498,1.752,-3.262,28,594
5036,11,-3.013,1.716,0.523,38,19.75,3975,43.25,60,0.49,1.726,-3.08,9,159
3659,18,-2.814,1.679,0.515,36,17.75,3980,46.25,62,0.483,1.694,-2.896,1,517
2372,2,-2.61,1.631,0.506,33,15.75,3985,49.75,65,0.468,1.658,-2.73,3,19
2877,53,-2.429,1.582,0.489,31,14.25,3990,53.75,67,0.448,1.623,-2.589,1,119
1359,4,-2.246,1.525,0.472,28,12.75,3995,57.25,69,0.434,1.578,-2.427,13,91
14963,344,-2.06,1.459,0.455,26,11.25,4000,60.5,71,0.424,1.522,-2.25,11,1049
1100,1,-5.303,1.549,0.378,70,64.75,3905,15.0,28,0.399,1.514,-5.399,10,979
2819,176,-5.179,1.59,0.392,68,61.0,3910,16.25,30,0.415,1.561,-5.266,34,2761
1259,2,-5.06,1.625,0.409,67,57.0,3915,17.5,32,0.432,1.604,-5.13,9,672
2754,3,-4.927,1.659,0.424,65,53.25,3920,18.75,34,0.449,1.643,-4.989,19,1987
2651,1172,-4.801,1.687,0.446,63,49.0,3925,20.25,36,0.463,1.68,-4.835,167,1741
3682,5,-4.482,1.743,0.467,58,42.55,3930,23.77,41,0.486,1.74,-4.503,31,924
1421,4,-4.66,1.715,0.468,61,44.96,3935,21.48,38,0.482,1.71,-4.682,3,634
2844,4,-4.336,1.76,0.506,56,37.5,3940,25.25,43,0.503,1.761,-4.333,79,1330
1023,16,-4.153,1.776,0.515,54,34.5,3945,27.25,45,0.511,1.776,-4.152,9,321
11135,144,-3.965,1.785,0.52,51,31.75,3950,29.25,48,0.52,1.785,-3.965,442,2493
1024,12,-3.771,1.786,0.53,49,28.75,3955,31.5,51,0.525,1.786,-3.772,6,306
2194,51,-3.574,1.779,0.53,46,26.25,3960,34.0,53,0.526,1.779,-3.578,5,347
854,1,-3.374,1.764,0.531,43,23.75,3965,36.5,56,0.526,1.764,-3.38,6,265
3170,86,-3.174,1.741,0.527,41,21.5,3970,40.0,58,0.51,1.744,-3.203,28,594
5036,11,-2.978,1.71,0.519,38,19.5,3975,43.0,61,0.502,1.716,-3.015,9,159
3659,18,-2.78,1.671,0.511,35,17.5,3980,46.0,63,0.494,1.679,-2.824,1,517
2372,2,-2.589,1.625,0.498,33,15.75,3985,49.5,66,0.478,1.64,-2.653,3,19
2877,53,-2.395,1.571,0.485,30,14.0,3990,53.5,68,0.457,1.602,-2.509,1,119
1359,4,-2.212,1.513,0.468,28,12.5,3995,57.0,70,0.443,1.552,-2.342,13,91
14963,344,-2.026,1.446,0.451,25,11.0,4000,61.0,72,0.423,1.507,-2.205,11,1049
1100,1,-5.293,1.553,0.376,70,65.0,3905,15.0,28,0.399,1.514,-5.399,10,979
2819,176,-5.179,1.59,0.392,68,61.0,3910,16.0,30,0.418,1.557,-5.276,34,2761
1259,2,-5.076,1.62,0.414,67,56.5,3915,17.25,32,0.434,1.601,-5.139,9,672
2754,3,-4.948,1.653,0.432,65,52.5,3920,18.75,34,0.449,1.643,-4.989,19,1987
2651,1172,-4.807,1.686,0.449,63,48.75,3925,20.0,36,0.467,1.678,-4.842,167,1741
3682,5,-4.486,1.742,0.471,58,42.3,3930,23.77,41,0.486,1.74,-4.503,31,924
1421,4,-4.665,1.714,0.471,61,44.71,3935,21.24,38,0.486,1.709,-4.688,3,634
2844,4,-4.336,1.76,0.506,56,37.5,3940,25.25,43,0.503,1.76,-4.333,79,1330
